instance,seed,run,variant,algorithm,total_cost_opt,total_cost,gap
synthetic_10_courses_01.json,3,3,D,greedy,15,19,4
synthetic_10_courses_01.json,4,4,D,a_star,15,19,4
synthetic_10_courses_01.json,4,4,D,exact_small,15,19,4
synthetic_10_courses_01.json,4,4,D,greedy,15,19,4
synthetic_10_courses_01.json,5,5,D,a_star,15,19,4
synthetic_10_courses_01.json,5,5,D,exact_small,15,19,4
synthetic_10_courses_01.json,5,5,D,greedy,15,19,4
synthetic_10_courses_02.json,1,1,D,a_star,20,25,5
synthetic_10_courses_02.json,1,1,D,exact_small,20,25,5
synthetic_10_courses_02.json,1,1,D,greedy,20,25,5
synthetic_10_courses_02.json,2,2,D,a_star,20,25,5
synthetic_10_courses_02.json,2,2,D,exact_small,20,25,5
synthetic_10_courses_02.json,2,2,D,greedy,20,25,5
synthetic_10_courses_02.json,3,3,D,a_star,20,25,5
synthetic_10_courses_02.json,3,3,D,exact_small,20,25,5
synthetic_10_courses_02.json,3,3,D,greedy,20,25,5
synthetic_10_courses_02.json,4,4,D,a_star,20,25,5
synthetic_10_courses_02.json,4,4,D,exact_small,20,25,5
synthetic_10_courses_02.json,4,4,D,greedy,20,25,5
synthetic_10_courses_02.json,5,5,D,a_star,20,25,5
synthetic_10_courses_02.json,5,5,D,exact_small,20,25,5
synthetic_10_courses_02.json,5,5,D,greedy,20,25,5
synthetic_10_courses_03.json,1,1,D,a_star,32,36,4
synthetic_10_courses_03.json,1,1,D,exact_small,32,36,4
synthetic_10_courses_03.json,1,1,D,greedy,32,36,4
synthetic_10_courses_03.json,2,2,D,a_star,32,36,4
synthetic_10_courses_03.json,2,2,D,exact_small,32,36,4
synthetic_10_courses_03.json,2,2,D,greedy,32,36,4
synthetic_10_courses_03.json,3,3,D,a_star,32,36,4
synthetic_10_courses_03.json,3,3,D,exact_small,32,36,4
synthetic_10_courses_03.json,3,3,D,greedy,32,36,4
synthetic_10_courses_03.json,4,4,D,a_star,32,36,4
synthetic_10_courses_03.json,4,4,D,exact_small,32,36,4
synthetic_10_courses_03.json,4,4,D,greedy,32,36,4
synthetic_10_courses_03.json,5,5,D,a_star,32,36,4
synthetic_10_courses_03.json,5,5,D,exact_small,32,36,4
synthetic_10_courses_03.json,5,5,D,greedy,32,36,4
synthetic_10_courses_04.json,1,1,D,a_star,19,22,3
synthetic_10_courses_04.json,1,1,D,exact_small,19,22,3
synthetic_10_courses_04.json,1,1,D,greedy,19,22,3
synthetic_10_courses_04.json,2,2,D,a_star,19,22,3
synthetic_10_courses_04.json,2,2,D,exact_small,19,22,3
synthetic_10_courses_04.json,2,2,D,greedy,19,22,3
synthetic_10_courses_04.json,3,3,D,a_star,19,22,3
synthetic_10_courses_04.json,3,3,D,exact_small,19,22,3
synthetic_10_courses_04.json,3,3,D,greedy,19,22,3
synthetic_10_courses_04.json,4,4,D,a_star,19,22,3
synthetic_10_courses_04.json,4,4,D,exact_small,19,22,3
synthetic_10_courses_04.json,4,4,D,greedy,19,22,3
synthetic_10_courses_04.json,5,5,D,a_star,19,22,3
synthetic_10_courses_04.json,5,5,D,exact_small,19,22,3
synthetic_10_courses_04.json,5,5,D,greedy,19,22,3
synthetic_10_courses_05.json,1,1,D,a_star,12,23,11
synthetic_10_courses_05.json,1,1,D,exact_small,12,23,11
synthetic_10_courses_05.json,1,1,D,greedy,12,23,11
synthetic_10_courses_05.json,2,2,D,a_star,12,23,11
synthetic_10_courses_05.json,2,2,D,exact_small,12,23,11
synthetic_10_courses_05.json,2,2,D,greedy,12,23,11
synthetic_10_courses_05.json,3,3,D,a_star,12,23,11
synthetic_10_courses_05.json,3,3,D,exact_small,12,23,11
synthetic_10_courses_05.json,3,3,D,greedy,12,23,11
synthetic_10_courses_05.json,4,4,D,a_star,12,23,11
synthetic_10_courses_05.json,4,4,D,exact_small,12,23,11
synthetic_10_courses_05.json,4,4,D,greedy,12,23,11
synthetic_10_courses_05.json,5,5,D,a_star,12,23,11
synthetic_10_courses_05.json,5,5,D,exact_small,12,23,11
synthetic_10_courses_05.json,5,5,D,greedy,12,23,11
synthetic_10_courses_06.json,1,1,D,a_star,26,31,5
synthetic_10_courses_06.json,1,1,D,exact_small,26,31,5
synthetic_10_courses_06.json,1,1,D,greedy,26,31,5
synthetic_10_courses_06.json,2,2,D,a_star,26,31,5
synthetic_10_courses_06.json,2,2,D,exact_small,26,31,5
synthetic_10_courses_06.json,2,2,D,greedy,26,31,5
synthetic_10_courses_06.json,3,3,D,a_star,26,31,5
synthetic_10_courses_06.json,3,3,D,exact_small,26,31,5
synthetic_10_courses_06.json,3,3,D,greedy,26,31,5
synthetic_10_courses_06.json,4,4,D,a_star,26,31,5
synthetic_10_courses_06.json,4,4,D,exact_small,26,31,5
synthetic_10_courses_06.json,4,4,D,greedy,26,31,5
synthetic_10_courses_06.json,5,5,D,a_star,26,31,5
synthetic_10_courses_06.json,5,5,D,exact_small,26,31,5
synthetic_10_courses_06.json,5,5,D,greedy,26,31,5
synthetic_10_courses_07.json,1,1,D,a_star,20,29,9
synthetic_10_courses_07.json,1,1,D,exact_small,20,29,9
synthetic_10_courses_07.json,1,1,D,greedy,20,29,9
synthetic_10_courses_07.json,2,2,D,a_star,20,29,9
synthetic_10_courses_07.json,2,2,D,exact_small,20,29,9
synthetic_10_courses_07.json,2,2,D,greedy,20,29,9
synthetic_10_courses_07.json,3,3,D,a_star,20,29,9
synthetic_10_courses_07.json,3,3,D,exact_small,20,29,9
synthetic_10_courses_07.json,3,3,D,greedy,20,29,9
synthetic_10_courses_07.json,4,4,D,a_star,20,29,9
synthetic_10_courses_07.json,4,4,D,exact_small,20,29,9
synthetic_10_courses_07.json,4,4,D,greedy,20,29,9
synthetic_10_courses_07.json,5,5,D,a_star,20,29,9
synthetic_10_courses_07.json,5,5,D,exact_small,20,29,9
synthetic_10_courses_07.json,5,5,D,greedy,20,29,9
synthetic_10_courses_08.json,1,1,D,a_star,21,30,9
synthetic_10_courses_08.json,1,1,D,exact_small,21,30,9
synthetic_10_courses_08.json,1,1,D,greedy,21,30,9
synthetic_10_courses_08.json,2,2,D,a_star,21,30,9
synthetic_10_courses_08.json,2,2,D,exact_small,21,30,9
synthetic_10_courses_08.json,2,2,D,greedy,21,30,9
synthetic_10_courses_08.json,3,3,D,a_star,21,30,9
synthetic_10_courses_08.json,3,3,D,exact_small,21,30,9
synthetic_10_courses_08.json,3,3,D,greedy,21,30,9
synthetic_10_courses_08.json,4,4,D,a_star,21,30,9
synthetic_10_courses_08.json,4,4,D,exact_small,21,30,9
synthetic_10_courses_08.json,4,4,D,greedy,21,30,9
synthetic_10_courses_08.json,5,5,D,a_star,21,30,9
synthetic_10_courses_08.json,5,5,D,exact_small,21,30,9
synthetic_10_courses_08.json,5,5,D,greedy,21,30,9
synthetic_10_courses_09.json,1,1,D,a_star,16,24,8
synthetic_10_courses_09.json,1,1,D,exact_small,16,24,8
synthetic_10_courses_09.json,1,1,D,greedy,16,24,8
synthetic_10_courses_09.json,2,2,D,a_star,16,24,8
synthetic_10_courses_09.json,2,2,D,exact_small,16,24,8
synthetic_10_courses_09.json,2,2,D,greedy,16,24,8
synthetic_10_courses_09.json,3,3,D,a_star,16,24,8
synthetic_10_courses_09.json,3,3,D,exact_small,16,24,8
synthetic_10_courses_09.json,3,3,D,greedy,16,24,8
synthetic_10_courses_09.json,4,4,D,a_star,16,24,8
synthetic_10_courses_09.json,4,4,D,exact_small,16,24,8
synthetic_10_courses_09.json,4,4,D,greedy,16,24,8
synthetic_10_courses_09.json,5,5,D,a_star,16,24,8
synthetic_10_courses_09.json,5,5,D,exact_small,16,24,8
synthetic_10_courses_09.json,5,5,D,greedy,16,24,8
synthetic_10_courses_10.json,1,1,D,a_star,15,15,0
synthetic_10_courses_10.json,1,1,D,exact_small,15,15,0
synthetic_10_courses_10.json,1,1,D,greedy,15,15,0
synthetic_10_courses_10.json,2,2,D,a_star,15,15,0
synthetic_10_courses_10.json,2,2,D,exact_small,15,15,0
synthetic_10_courses_10.json,2,2,D,greedy,15,15,0
synthetic_10_courses_10.json,3,3,D,a_star,15,15,0
synthetic_10_courses_10.json,3,3,D,exact_small,15,15,0
synthetic_10_courses_10.json,3,3,D,greedy,15,15,0
synthetic_10_courses_10.json,4,4,D,a_star,15,15,0
synthetic_10_courses_10.json,4,4,D,exact_small,15,15,0
synthetic_10_courses_10.json,4,4,D,greedy,15,15,0
synthetic_10_courses_10.json,5,5,D,a_star,15,15,0
synthetic_10_courses_10.json,5,5,D,exact_small,15,15,0
synthetic_10_courses_10.json,5,5,D,greedy,15,15,0
